0.000000000e+00,1.000000000e+00
6.289474782e-03,9.999802213e-01
1.257894956e-02,9.999208861e-01
1.886842435e-02,9.998219966e-01
2.515789913e-02,9.996835567e-01
3.144737391e-02,9.995055721e-01
3.773684869e-02,9.992880496e-01
4.402632347e-02,9.990309980e-01
5.031579826e-02,9.987344273e-01
5.660527304e-02,9.983983493e-01
6.289474782e-02,9.980227773e-01
6.918422260e-02,9.976077261e-01
7.547369738e-02,9.971532122e-01
8.176317217e-02,9.966592536e-01
8.805264695e-02,9.961258698e-01
9.434212173e-02,9.955530818e-01
1.006315965e-01,9.949409124e-01
1.069210713e-01,9.942893857e-01
1.132105461e-01,9.935985276e-01
1.195000209e-01,9.928683654e-01
1.257894956e-01,9.920989279e-01
1.320789704e-01,9.912902455e-01
1.383684452e-01,9.904423504e-01
1.446579200e-01,9.895552759e-01
1.509473948e-01,9.886290573e-01
1.572368695e-01,9.876637311e-01
1.635263443e-01,9.866593356e-01
1.698158191e-01,9.856159103e-01
1.761052939e-01,9.845334968e-01
1.823947687e-01,9.834121377e-01
1.886842435e-01,9.822518773e-01
1.949737182e-01,9.810527617e-01
2.012631930e-01,9.798148383e-01
2.075526678e-01,9.785381559e-01
2.138421426e-01,9.772227652e-01
2.201316174e-01,9.758687181e-01
2.264210922e-01,9.744760682e-01
2.327105669e-01,9.730448706e-01
2.390000417e-01,9.715751819e-01
2.452895165e-01,9.700670603e-01
2.515789913e-01,9.685205653e-01
2.578684661e-01,9.669357583e-01
2.641579408e-01,9.653127018e-01
2.704474156e-01,9.636514601e-01
2.767368904e-01,9.619520989e-01
2.830263652e-01,9.602146854e-01
2.893158400e-01,9.584392883e-01
2.956053148e-01,9.566259779e-01
3.018947895e-01,9.547748259e-01
3.081842643e-01,9.528859056e-01
3.144737391e-01,9.509592915e-01
3.207632139e-01,9.489950601e-01
3.270526887e-01,9.469932889e-01
3.333421634e-01,9.449540571e-01
3.396316382e-01,9.428774455e-01
3.459211130e-01,9.407635361e-01
3.522105878e-01,9.386124125e-01
3.585000626e-01,9.364241600e-01
3.647895374e-01,9.341988650e-01
3.710790121e-01,9.319366155e-01
3.773684869e-01,9.296375011e-01
3.836579617e-01,9.273016127e-01
3.899474365e-01,9.249290426e-01
3.962369113e-01,9.225198848e-01
4.025263860e-01,9.200742346e-01
4.088158608e-01,9.175921886e-01
4.151053356e-01,9.150738452e-01
4.213948104e-01,9.125193038e-01
4.276842852e-01,9.099286655e-01
4.339737600e-01,9.073020329e-01
4.402632347e-01,9.046395098e-01
4.465527095e-01,9.019412016e-01
4.528421843e-01,8.992072149e-01
4.591316591e-01,8.964376580e-01
4.654211339e-01,8.936326403e-01
4.717106086e-01,8.907922729e-01
4.780000834e-01,8.879166681e-01
4.842895582e-01,8.850059397e-01
4.905790330e-01,8.820602028e-01
4.968685078e-01,8.790795739e-01
5.031579826e-01,8.760641709e-01
5.094474573e-01,8.730141132e-01
5.157369321e-01,8.699295213e-01
5.220264069e-01,8.668105173e-01
5.283158817e-01,8.636572245e-01
5.346053565e-01,8.604697677e-01
5.408948312e-01,8.572482731e-01
5.471843060e-01,8.539928679e-01
5.534737808e-01,8.507036811e-01
5.597632556e-01,8.473808426e-01
5.660527304e-01,8.440244840e-01
5.723422052e-01,8.406347380e-01
5.786316799e-01,8.372117388e-01
5.849211547e-01,8.337556216e-01
5.912106295e-01,8.302665233e-01
5.975001043e-01,8.267445818e-01
6.037895791e-01,8.231899365e-01
6.100790539e-01,8.196027279e-01
6.163685286e-01,8.159830980e-01
6.226580034e-01,8.123311900e-01
6.289474782e-01,8.086471483e-01
6.352369530e-01,8.049311187e-01
6.415264278e-01,8.011832481e-01
6.478159025e-01,7.974036848e-01
6.541053773e-01,7.935925783e-01
6.603948521e-01,7.897500794e-01
6.666843269e-01,7.858763401e-01
6.729738017e-01,7.819715136e-01
6.792632765e-01,7.780357543e-01
6.855527512e-01,7.740692180e-01
6.918422260e-01,7.700720616e-01
6.981317008e-01,7.660444431e-01
7.044211756e-01,7.619865220e-01
7.107106504e-01,7.578984586e-01
7.170001251e-01,7.537804148e-01
7.232895999e-01,7.496325535e-01
7.295790747e-01,7.454550386e-01
7.358685495e-01,7.412480355e-01
7.421580243e-01,7.370117106e-01
7.484474991e-01,7.327462315e-01
7.547369738e-01,7.284517668e-01
7.610264486e-01,7.241284866e-01
7.673159234e-01,7.197765617e-01
7.736053982e-01,7.153961643e-01
7.798948730e-01,7.109874678e-01
7.861843477e-01,7.065506464e-01
7.924738225e-01,7.020858758e-01
7.987632973e-01,6.975933325e-01
8.050527721e-01,6.930731943e-01
8.113422469e-01,6.885256399e-01
8.176317217e-01,6.839508493e-01
8.239211964e-01,6.793490034e-01
8.302106712e-01,6.747202842e-01
8.365001460e-01,6.700648749e-01
8.427896208e-01,6.653829595e-01
8.490790956e-01,6.606747234e-01
8.553685703e-01,6.559403527e-01
8.616580451e-01,6.511800348e-01
8.679475199e-01,6.463939578e-01
8.742369947e-01,6.415823113e-01
8.805264695e-01,6.367452854e-01
8.868159443e-01,6.318830716e-01
8.931054190e-01,6.269958621e-01
8.993948938e-01,6.220838504e-01
9.056843686e-01,6.171472306e-01
9.119738434e-01,6.121861982e-01
9.182633182e-01,6.072009492e-01
9.245527929e-01,6.021916810e-01
9.308422677e-01,5.971585917e-01
9.371317425e-01,5.921018804e-01
9.434212173e-01,5.870217470e-01
9.497106921e-01,5.819183927e-01
9.560001669e-01,5.767920191e-01
9.622896416e-01,5.716428293e-01
9.685791164e-01,5.664710267e-01
9.748685912e-01,5.612768160e-01
9.811580660e-01,5.560604027e-01
